title, date, username, lat, lng, description
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed 2 weeks ago, Ciotacey, 46.050743, 14.508185, Sacred & Religious Sites
Museum of Illusions - Ljubljana, Reviewed July 31 2017, Mary A, 46.049751, 14.503541, Children's Museums
Triple Bridge (Tromostovje), Reviewed August 1 2014, Matthew J, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed August 8 2015, Fredy B, 46.051296, 14.506147, Points of Interest & Landmarks
Butcher's Bridge, Reviewed April 8 2016, Aleksandar S, 46.051743, 14.508775, Bridges
River Ljubljanica Kanal, Reviewed July 26 2014, wisma g, 46.050674, 14.505830, Bodies of Water
Ursuline Church of the Holy Trinity, Reviewed December 16 2015, Flafi B, 46.049881, 14.502290, Churches & Cathedrals
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed April 15 2012, IWB2009, 46.050743, 14.508185, Sacred & Religious Sites
Preseren Square, Reviewed September 28 2015, vai0, 46.051296, 14.506147, Points of Interest & Landmarks
Vodnik Square (Vodnikov trg), Reviewed March 21 2016, Abusultan, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed December 21 2016, alexaramirezguenzi, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed May 7 2016, 954lukasr, 46.048809, 14.508312, Castles
Preseren Square, Reviewed August 14 2017, Svetko_Jimmy, 46.051296, 14.506147, Points of Interest & Landmarks
Sts. Cyril and Methodius Church, Reviewed April 25 2016, Shardha, 46.053848, 14.499300, Churches & Cathedrals
Ljubljana Old Town, Reviewed April 18 2017, majeo, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed August 21 2016, LillaFriuli, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed January 10 2013, TravelX17, 46.051033, 14.506317, Neighborhoods
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed August 9 2015, Jellybellydancer, 46.050117, 14.506958, Fountains
Tivoli Park, Reviewed July 9 2015, fatimamuy, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed January 5 2016, FatimaZeni, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 19 2014, ELVIRAKARAMEN, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 31 2016, lopsa, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed December 13 2015, Annino O, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed August 20 2015, Riccardo B, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed June 30 2017, carlo462, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed January 16 2015, Neil S, 46.048809, 14.508312, Castles
Metelkova, Reviewed March 10 2015, ines k, 46.056568, 14.516992, Neighborhoods
River Ljubljanica Kanal, Reviewed October 10 2015, Rita_G_64, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed April 24 2016, dickgreene51, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 9 2016, HerveLG_38, 46.048809, 14.508312, Castles
Planetarij Ljubljana, Reviewed March 29 2017, Sergey2704, 46.054077, 14.504718, Observatories & Planetariums
Dragon Bridge (Zmajski Most), Reviewed September 22 2015, nadi O o, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed June 17 2016, fik74, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed September 30 2016, Stefanski1985, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed July 14 2015, scott a, 46.048809, 14.508312, Castles
Shoemaker's Bridge (Cevljarski Most), Reviewed July 10 2017, Florian K, 46.048454, 14.505839, Bridges
Ljubljana Castle, Reviewed May 29 2017, hasit j, 46.048809, 14.508312, Castles
Preseren Square, Reviewed July 1 2016, BarcelonamadLizzie, 46.051296, 14.506147, Points of Interest & Landmarks
Preseren Square, Reviewed October 6 2017, sscook01, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed September 9 2017, Veronika G, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed January 10 2017, grecia18, 46.051033, 14.506317, Neighborhoods
Sts. Cyril and Methodius Church, Reviewed December 7 2015, IvanoS2, 46.053848, 14.499300, Churches & Cathedrals
Ljubljana Castle, Reviewed May 10 2015, FOFO75, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 19 2012, Blobs52, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed November 27 2014, APereita, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed December 10 2015, protogio, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 16 2017, JaysUSA, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed January 20 2013, sheffielder68, 46.087688, 14.473920, Parks
Ljubljana Castle Funicular, Reviewed July 11 2016, lordgarner, 46.049046, 14.508827, Castles
Tivoli Park, Reviewed January 5 2017, Fishiczelenisic, 46.087688, 14.473920, Parks
Dragon Bridge (Zmajski Most), Reviewed May 18 2017, ROBERTO C, 46.052151, 14.510453, Bridges
Tourist Information Centre Ljubljana, Reviewed October 22 2015, westcoastrainforest, 46.051025, 14.506311, Visitor Centers
Ljubljana Old Town, Reviewed January 30 2017, Annamaria C, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed February 18 2015, ilk a, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed May 13 2016, Mohit B, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed January 4 2016, Giampaolo1952, 46.050743, 14.508185, Sacred & Religious Sites
Preseren Square, Reviewed February 28 2016, Abi A, 46.051296, 14.506147, Points of Interest & Landmarks
Shoemaker's Bridge (Cevljarski Most), Reviewed August 3 2017, Steven S, 46.048454, 14.505839, Bridges
Triple Bridge (Tromostovje), Reviewed September 22 2015, AndyNer46, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed August 23 2016, johnprince44, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 23 2016, BartekWwaWola, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed June 6 2016, Travel_away_10, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed October 2 2016, Gautier T, 46.052151, 14.510453, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed November 11 2012, Judy J, 46.050743, 14.508185, Sacred & Religious Sites
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed August 2 2017, MayteTravel, 46.050117, 14.506958, Fountains
Triple Bridge (Tromostovje), Reviewed 2 days ago, Juliana B, 46.051815, 14.506286, Bridges
ZOO Ljubljana, Reviewed February 28 2015, ChristianoGorkon, 46.054249, 14.471506, Zoos
Ljubljana Castle, Reviewed September 11 2017, ROLAND J, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed August 16 2015, Simona V, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed March 27 2016, TJhenrich, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed December 29 2016, Katy B, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed June 9 2017, beni i, 46.051033, 14.506317, Neighborhoods
Opera, Reviewed March 14 2016, izi f, 46.052757, 14.500817, Operas
National Gallery (Narodna Galerija), Reviewed October 4 2015, VIACHESLAV P, 46.054077, 14.500196, Art Museums
Triple Bridge (Tromostovje), Reviewed December 10 2013, S�rgio B, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed July 18 2017, robin613jp, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed February 27 2016, Gillian B, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed January 26 2016, Gunther S, 46.048809, 14.508312, Castles
Metelkova, Reviewed August 29 2011, bobo g, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed February 12 2016, 313PH4N7, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed August 28 2016, sam j, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed 1 week ago, Valematiaurifra, 46.048809, 14.508312, Castles
Metelkova, Reviewed April 1 2016, Andrea C, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed January 4 2016, Susanna C, 46.052151, 14.510453, Bridges
Old Square (Stari trg), Reviewed June 11 2016, Aileen F, 46.047188, 14.507991, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed September 6 2017, Avignonesi, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed May 4 2014, shane s, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed December 24 2015, gerrilia, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 5 2017, Owen M, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed June 30 2015, masug, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 11 2015, travelmama63, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed September 1 2015, Paul A, 46.051743, 14.508775, Bridges
Ljubljana Castle, Reviewed December 11 2014, markRoma, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed September 27 2015, lamamie, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed June 27 2016, msyrius, 46.051033, 14.506317, Neighborhoods
Plecnik House, Reviewed September 9 2017, gimboeek, 46.042290, 14.502380, Historic Sites
Ljubljana Old Town, Reviewed October 15 2016, swennen, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed 3 weeks ago, Sally H, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed October 24 2011, Margarida C, 46.052151, 14.510453, Bridges
Church of St. James, Reviewed August 25 2014, Saskiagrav, 46.046009, 14.506978, Churches & Cathedrals
Vodnik Square (Vodnikov trg), Reviewed February 19 2013, Janja L, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed May 1 2017, Joanna J, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 26 2016, RKHall, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 26 2017, Jorn V, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed August 10 2016, Ann V, 46.049046, 14.508827, Castles
Metelkova, Reviewed November 2 2015, Linda O, 46.056568, 14.516992, Neighborhoods
Preseren Square, Reviewed February 11 2016, roby19985, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed September 30 2016, Alicia B, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed July 20 2015, Andrew S, 46.087688, 14.473920, Parks
University Botanic Gardens Ljubljana, Reviewed July 29 2016, Kay S, 46.039665, 14.514394, Gardens
Triple Bridge (Tromostovje), Reviewed August 14 2017, Rodolfo M, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed June 10 2016, cicciospino, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed October 10 2015, GLENROWAN7, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed November 15 2015, Marcello S, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed January 17 2013, Tamagnini33, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 3 2017, SLOajda, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 29 2015, beantony15, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed May 25 2014, RiAA2011, 46.087688, 14.473920, Parks
Skyscraper (Neboticnik), Reviewed October 28 2015, Janja1983, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed June 12 2017, AnneRence, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed April 25 2016, smassy73, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed March 22 2017, Teuta F, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed February 13 2017, simone C, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed January 5 2017, pinkhotstone, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed 2 weeks ago, Alan F, 46.049046, 14.508827, Castles
Dragon Bridge (Zmajski Most), Reviewed August 29 2016, travellinrainer, 46.052151, 14.510453, Bridges
ZOO Ljubljana, Reviewed August 27 2016, Heather A, 46.054249, 14.471506, Zoos
Ljubljana Old Town, Reviewed July 26 2017, KrzysiekZao, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed September 4 2017, SahinDikmen, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed May 26 2015, Veanco, 46.051815, 14.506286, Bridges
Vodnik Square (Vodnikov trg), Reviewed August 20 2017, ?? ?, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed August 17 2016, KASCHLI, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 7 2013, barynek, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 10 2017, Emma W, 46.048809, 14.508312, Castles
Skyscraper (Neboticnik), Reviewed November 25 2015, stibo60, 46.053196, 14.503623, Architectural Buildings
Ljubljana Castle, Reviewed January 4 2016, cilia61, 46.048809, 14.508312, Castles
Preseren Square, Reviewed December 3 2012, Bruno B, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed December 6 2015, giorgiovisi, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed July 23 2016, Evert V, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed June 20 2017, SsForza, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed September 28 2016, Lost-Aussies, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed September 18 2015, duduyac, 46.051033, 14.506317, Neighborhoods
Vodnik Square (Vodnikov trg), Reviewed August 18 2015, Alovesrome, 46.051079, 14.509243, Monuments & Statues
Tivoli Park, Reviewed July 17 2016, Vistaswiss, 46.087688, 14.473920, Parks
Triple Bridge (Tromostovje), Reviewed June 25 2017, RonH1963, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed February 16 2016, bellavita4ever, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 23 2012, Chris G, 46.052151, 14.510453, Bridges
River Ljubljanica Kanal, Reviewed December 26 2013, Yuriy K, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed June 4 2013, vikingo47, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed November 2 2014, HVwriter, 46.048809, 14.508312, Castles
Railway Museum, Reviewed July 18 2014, Thomas S, 46.062695, 14.502625, Specialty Museums
National Gallery (Narodna Galerija), Reviewed August 19 2017, Davo815, 46.054077, 14.500196, Art Museums
Triple Bridge (Tromostovje), Reviewed September 18 2015, Beatriz09, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed July 10 2017, A TripAdvisor Member, 46.048809, 14.508312, Castles
Modern Gallery (Moderna Galerija), Reviewed August 3 2014, cisoprogressivo, 46.052994, 14.499060, Art Museums
Castle Chapel of St George, Reviewed July 7 2017, Miha P, 46.051270, 14.503070, Historic Sites
Ljubljana Old Town, Reviewed June 16 2016, Silvie99, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 22 2017, dai359d, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed August 15 2016, viniciushas, 46.049046, 14.508827, Castles
Cankarjevo nabrezje, Reviewed August 12 2016, enricog69, 46.049709, 14.505584, Historic Walking Areas
Ljubljana Old Town, Reviewed March 15 2016, Jonathan G, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 9 2016, Dvd_and_Rbt, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed June 10 2016, Ron R, 46.087688, 14.473920, Parks
Cankarjevo nabrezje, Reviewed July 21 2017, astiskovski, 46.049709, 14.505584, Historic Walking Areas
Ljubljana Castle, Reviewed January 4 2015, claudia6970, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 5 2014, LindaNZ, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed May 6 2017, Anu I, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed May 1 2017, Viatrix81, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 1 2014, Laurent-viking, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 3 2016, tatan48, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed June 15 2017, SavantIII_11, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed October 9 2015, travelwithpam, 46.048809, 14.508312, Castles
Metelkova, Reviewed 3 weeks ago, Stephan1954, 46.056568, 14.516992, Neighborhoods
Museum of Illusions - Ljubljana, Reviewed December 8 2016, Alessandra C, 46.049751, 14.503541, Children's Museums
Krizanke Church, Reviewed March 11 2016, oks-v-che, 46.046902, 14.503190, Churches & Cathedrals
Ljubljana Castle, Reviewed May 15 2017, mauretto, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed October 22 2016, maryct2016, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 26 2015, duavivan, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed September 29 2017, elly600, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed March 10 2012, BeebzAbroad, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed September 17 2013, Rezeda_opal, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed April 6 2016, Carmen5977, 46.051296, 14.506147, Points of Interest & Landmarks
Museum of Contemporary Art Metelkova (MSUM), Reviewed September 4 2016, rita r, 46.055580, 14.516952, Art Museums
Ljubljana Castle, Reviewed April 8 2013, BillMcDChicago, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed December 23 2015, Saso T, 46.051815, 14.506286, Bridges
Butcher's Bridge, Reviewed August 3 2013, Frequent-Travel-MT, 46.051743, 14.508775, Bridges
Sts. Cyril and Methodius Church, Reviewed January 4 2016, Letizia V, 46.053848, 14.499300, Churches & Cathedrals
Dragon Bridge (Zmajski Most), Reviewed August 2 2016, gemine b, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed June 16 2016, Wander_Lust1969, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed June 26 2017, victorhugo77, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 13 2016, Sleepismyfave, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed May 18 2017, Kamal5372, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed November 9 2016, petrrautik, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed January 15 2016, harleman, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed August 6 2016, Cri2407, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed October 6 2013, Raul N, 46.051815, 14.506286, Bridges
Ljubljana Castle Funicular, Reviewed January 4 2015, Spanienurlauber, 46.049046, 14.508827, Castles
Ljubljana Castle Funicular, Reviewed January 9 2016, Miha P, 46.049046, 14.508827, Castles
