num, address, lat, lng
484: Restavracija Pen Klub (#restaurant), 46.05265, 14.4992
485: 10 v pol (#restaurant), 46.048027, 14.544614
486: Pizzeria Ljubljanski Dvor (#restaurant), 46.049236, 14.504933
487: Allegria (#restaurant), 46.052837, 14.504737
488: Krtina D'Ampezzo (#restaurant), 46.0457, 14.49264
489: Altroke (#restaurant), 46.047173, 14.506469
490: Novi Shanghai (#restaurant), 46.050911, 14.51207
491: Moji struklji (#restaurant), 46.051155, 14.507551
492: Okrepcevalnica Ribca (#restaurant), 46.0513, 14.506725
493: Winners Lounge (#restaurant), 46.081833, 14.51331
494: Makalonca (#restaurant), 46.050247, 14.505625
495: Piazza Ristorante Pizzeria (#restaurant), 46.064526, 14.503269
496: The Wok (#restaurant), 46.051655, 14.505362
497: Gostilna in pizzerija Jurman (#restaurant), 46.056385, 14.556797
498: SARAJEVSKI GRILL PAVZA (#restaurant), 46.06654, 14.54284
499: Gostilna Pri Stricku (#restaurant), 46.06974, 14.53919
500: Taman Organic (#restaurant), 46.052608, 14.504862
501: Maxim (#restaurant), 46.050488, 14.501292
502: KUHINJA KRUSIC (#restaurant), 46.05986, 14.5277
503: Sax Pub (#restaurant), 46.043171, 14.50458
504: Kavarna Rog (#restaurant), 46.050926, 14.516497
505: Gostilna Pod Vrbo (#restaurant), 46.040878, 14.503475
506: Asian Bistro OSHA (#restaurant), 46.052536, 14.511078
507: Greeko (#restaurant), 46.052288, 14.512503
508: Gostilna Janezic (#restaurant), 46.095989, 14.59329
509: Boschtiz (#restaurant), 46.078903, 14.496201
510: Stara Pumpa (#restaurant), 46.095444, 14.468311
511: Loving Hut (#restaurant), 46.037319, 14.48194
512: Repete Jazz & Okrepcila (#restaurant), 46.046257, 14.508219
513: Gostilna Pri Vodniku (#restaurant), 46.06715, 14.486207
514: Hot Horse (#restaurant), 46.059978, 14.496444
515: DiVino Restavracija In Bar (#restaurant), 46.066837, 14.541828
516: Holidays' Pub (#restaurant), 46.052971, 14.50402
517: HillBilly`s BBQ SmokeHouse (#restaurant), 46.056042, 14.50377
518: B-restaurant&bar (#restaurant), 46.057114, 14.50554
519: Dvor Tacen (#restaurant), 46.117603, 14.462075
520: Kavarna Tiskarna (#restaurant), 46.075253, 14.510831
521: Snack Zoki Zoran Jovanovic (#restaurant), 46.082016, 14.515053
522: Gostilna Jelen (#restaurant), 46.100708, 14.459246
523: Chuty's - Heart Of Asia (#restaurant), 46.049709, 14.50216
524: Patrick's Irish Pub (#restaurant), 46.052753, 14.508386
525: Penzion Kmecki hram (#restaurant), 46.078911, 14.53632
526: Cafe Antico (#restaurant), 46.047577, 14.506375
527: Restaurant Angel (#restaurant), 46.08786, 14.47597
528: Premier Pub (#restaurant), 46.051804, 14.508338
529: Bangkokstreet (#restaurant), 46.068779, 14.547201
530: Kavarna Macek (#restaurant), 46.04948, 14.5059
531: Central Station (#restaurant), 46.052441, 14.508944
532: Krpan (#restaurant), 46.05389, 14.530328
533: Maratonec (#restaurant), 46.069012, 14.50171
534: Gostilna Pod Lipo (#restaurant), 46.047802, 14.499081
535: Govinda's vegetarian restaurant (#restaurant), 46.062988, 14.49895
536: Cojzla (#restaurant), 46.06403, 14.544444
537: Gostilna Cubr (#restaurant), 46.1996, 14.563547
538: Gostilna Gorjanc (#restaurant), 46.027569, 14.43411
539: Pri Kovacu (#restaurant), 46.031601, 14.6044
540: ZMAUC (#restaurant), 46.047668, 14.49834
541: eVino Wine bar (#restaurant), 46.063931, 14.52668
542: Brodo (#restaurant), 46.053928, 14.50508
543: Valvasor (#restaurant), 46.048027, 14.506134
544: Das ist Valter (#restaurant), 46.056271, 14.519134
545: Cajna hisa (#restaurant), 46.048351, 14.506203
546: Druga Violina (#restaurant), 46.046932, 14.506671
547: Sorbara Steak House (#restaurant), 46.046909, 14.505904
548: Pop's Place (#restaurant), 46.050423, 14.505957
549: Most (#restaurant), 46.052036, 14.508612
550: Restavracija Cubo (#restaurant), 46.064041, 14.527556
551: Julija (#restaurant), 46.047962, 14.506126
552: Manna (#restaurant), 46.043331, 14.505167
553: Le Petit cafe (#restaurant), 46.046982, 14.502627
554: Pri Skofu (#restaurant), 46.044018, 14.504235
555: Kralj Zara (#restaurant), 46.050625, 14.504577
556: Robba (#restaurant), 46.049744, 14.506605
557: Klobasarna (#restaurant), 46.050488, 14.507859
558: Vinoteka Movia (#restaurant), 46.049885, 14.506755
559: Hood Burger (#restaurant), 46.038795, 14.476153
560: Luda (#restaurant), 46.050606, 14.512692
561: TaBar (#restaurant), 46.050198, 14.506063
562: Abi Falafel (#restaurant), 46.052402, 14.510864
563: Fari's Delice (#restaurant), 46.056854, 14.508333
564: Ek Bistro (#restaurant), 46.051914, 14.513801
565: Restavracija Strelec (#restaurant), 46.049042, 14.509033
566: Restaurant Compa (#restaurant), 46.052441, 14.511179
567: Monstera bistro (#restaurant), 46.048443, 14.504394
568: Gostilna Dela (#restaurant), 46.050674, 14.512153
569: Pizzerija Trta (#restaurant), 46.043694, 14.506672
570: Zbornica (#restaurant), 46.047333, 14.500088
571: Hisa Pod Gradom restaurant (#restaurant), 46.049549, 14.511301
